CUST_NO,XCOORD,YCOORD,DEMAND,READY_TIME,DUE_DATE,SERVICE_TIME,INSTANCE,TYPE
6,42,65,10,15,402,90,C206,C
7,16,42,20,331,822,90,C206,C
8,58,70,20,965,1340,90,C206,C
9,34,60,20,2653,3280,90,C206,C
10,28,70,10,2385,2976,90,C206,C
11,35,66,10,2628,3113,90,C206,C
12,35,69,10,2603,2952,90,C206,C
13,25,85,20,1985,2412,90,C206,C
14,22,75,30,2310,2659,90,C206,C
15,22,85,10,1846,2365,90,C206,C
16,20,80,40,2077,2514,90,C206,C
17,20,85,40,1763,2264,90,C206,C
18,18,75,20,2143,2638,90,C206,C
19,15,75,20,1560,2083,90,C206,C
20,15,80,10,1689,2144,90,C206,C
21,30,50,10,10,645,90,C206,C
22,30,56,20,2675,3288,90,C206,C
23,28,52,20,12,505,90,C206,C
24,14,66,10,1519,1926,90,C206,C
25,25,50,10,23,368,90,C206,C
26,22,66,40,2380,2787,90,C206,C
27,8,62,10,1330,1919,90,C206,C
28,23,52,10,93,484,90,C206,C
29,4,55,20,1268,1785,90,C206,C
30,20,50,10,168,787,90,C206,C
31,20,55,10,170,595,90,C206,C
32,10,35,20,585,1136,90,C206,C
33,10,40,30,448,897,90,C206,C
34,8,40,40,499,1030,90,C206,C
35,8,45,20,1190,1661,90,C206,C
36,5,35,10,666,1245,90,C206,C
37,5,45,10,1076,1589,90,C206,C
38,2,40,20,772,1329,90,C206,C
39,0,40,30,890,1395,90,C206,C
40,0,45,20,1036,1439,90,C206,C
41,36,18,10,1612,2185,90,C206,C
42,35,32,10,2599,3076,90,C206,C
43,33,32,20,2529,2962,90,C206,C
44,33,35,10,2463,2842,90,C206,C
45,32,20,10,1745,2240,90,C206,C
46,30,30,10,1932,2437,90,C206,C
47,34,25,30,1884,2293,90,C206,C
48,30,35,10,2348,2771,90,C206,C
49,36,40,10,2715,3156,90,C206,C
50,48,20,10,812,1281,90,C206,C
51,26,32,10,2018,2725,90,C206,C
52,25,30,10,2015,2544,90,C206,C
53,25,35,10,2201,2728,90,C206,C
54,44,5,20,1078,1593,90,C206,C
55,42,10,40,998,1481,90,C206,C
56,42,15,10,897,1392,90,C206,C
57,40,5,30,1199,1660,90,C206,C
58,38,15,40,1552,2057,90,C206,C
59,38,5,30,1263,1780,90,C206,C
60,38,10,10,1498,1921,90,C206,C
61,35,5,20,1325,1904,90,C206,C
62,50,30,10,223,738,90,C206,C
63,50,35,20,18,474,90,C206,C
64,50,40,50,14,360,90,C206,C
65,48,30,10,246,899,90,C206,C
66,44,25,10,704,1197,90,C206,C
67,47,35,10,393,942,90,C206,C
68,47,40,10,12,424,90,C206,C
69,42,30,10,641,1070,90,C206,C
70,45,35,10,534,985,90,C206,C
71,95,30,30,2119,2682,90,C206,C
72,95,35,20,2079,2532,90,C206,C
73,53,30,10,131,644,90,C206,C
74,92,30,10,2169,2818,90,C206,C
75,53,35,50,87,498,90,C206,C
76,45,65,20,15,607,90,C206,C
77,90,35,10,2002,2419,90,C206,C
78,72,45,10,2701,3258,90,C206,C
79,78,40,20,2599,3164,90,C206,C
80,87,30,10,2505,2870,90,C206,C
81,85,25,10,2369,2816,90,C206,C
82,85,35,30,2563,3002,90,C206,C
83,75,55,20,1783,2226,90,C206,C
84,72,55,10,1591,2232,90,C206,C
85,70,58,20,1513,1928,90,C206,C
86,86,46,30,1829,2388,90,C206,C
87,66,55,10,1604,2027,90,C206,C
88,64,46,20,2976,3275,90,C206,C
89,65,60,30,1338,1913,90,C206,C
90,56,64,10,1116,1753,90,C206,C
91,60,55,10,2789,3279,90,C206,C
92,60,60,10,1349,1712,90,C206,C
93,67,85,20,518,1029,90,C206,C
94,42,58,40,8,509,90,C206,C
95,65,82,10,549,1186,90,C206,C
96,62,80,30,744,1177,90,C206,C
97,62,40,10,2713,3275,90,C206,C
98,60,85,30,397,956,90,C206,C
99,58,75,20,839,1276,90,C206,C
100,55,80,10,272,701,90,C206,C
101,55,85,20,373,790,90,C206,C
1,40,50,0,0,3390,0,C207,C
2,52,75,10,302,479,90,C207,C
3,45,70,30,157,428,90,C207,C
4,62,69,10,1138,1355,90,C207,C
5,60,66,10,1247,1434,90,C207,C
6,42,65,10,15,208,90,C207,C
7,16,42,20,209,944,90,C207,C
8,58,70,20,1059,1246,90,C207,C
9,34,60,20,2035,3288,90,C207,C
10,28,70,10,2090,3271,90,C207,C
11,35,66,10,2311,3283,90,C207,C
12,35,69,10,2428,3127,90,C207,C
13,25,85,20,1772,2625,90,C207,C
14,22,75,30,2135,2834,90,C207,C
15,22,85,10,1586,2625,90,C207,C
16,20,80,40,1858,2733,90,C207,C
17,20,85,40,1512,2515,90,C207,C
18,18,75,20,1895,2886,90,C207,C
19,15,75,20,1299,2344,90,C207,C
20,15,80,10,1461,2372,90,C207,C
21,30,50,10,10,963,90,C207,C
22,30,56,20,2062,3288,90,C207,C
23,28,52,20,12,752,90,C207,C
24,14,66,10,1316,2129,90,C207,C
25,25,50,10,15,532,90,C207,C
26,22,66,40,2177,2990,90,C207,C
27,8,62,10,1036,2213,90,C207,C
28,23,52,10,17,602,90,C207,C
29,4,55,20,1010,2043,90,C207,C
30,20,50,10,20,948,90,C207,C
31,20,55,10,63,702,90,C207,C
32,10,35,20,309,1412,90,C207,C
33,10,40,30,336,1009,90,C207,C
34,8,40,40,234,1295,90,C207,C
35,8,45,20,954,1897,90,C207,C
36,5,35,10,377,1534,90,C207,C
37,5,45,10,819,1846,90,C207,C
38,2,40,20,494,1607,90,C207,C
39,0,40,30,637,1648,90,C207,C
40,0,45,20,834,1641,90,C207,C
41,36,18,10,1468,2329,90,C207,C
42,35,32,10,2480,3195,90,C207,C
43,33,32,20,2421,3070,90,C207,C
44,33,35,10,2368,2937,90,C207,C
45,32,20,10,1621,2364,90,C207,C
46,30,30,10,1805,2564,90,C207,C
47,34,25,30,1782,2395,90,C207,C
48,30,35,10,2242,2877,90,C207,C
49,36,40,10,2605,3266,90,C207,C
50,48,20,10,812,1281,90,C207,C
51,26,32,10,1842,2901,90,C207,C
52,25,30,10,1883,2676,90,C207,C
53,25,35,10,2070,2859,90,C207,C
54,44,5,20,1078,1593,90,C207,C
55,42,10,40,998,1481,90,C207,C
56,42,15,10,897,1392,90,C207,C
57,40,5,30,1083,1776,90,C207,C
58,38,15,40,1426,2183,90,C207,C
59,38,5,30,1133,1910,90,C207,C
60,38,10,10,1392,2027,90,C207,C
61,35,5,20,1180,2049,90,C207,C
62,50,30,10,223,738,90,C207,C
63,50,35,20,18,474,90,C207,C
64,50,40,50,14,360,90,C207,C
65,48,30,10,246,899,90,C207,C
66,44,25,10,704,1197,90,C207,C
67,47,35,10,393,942,90,C207,C
68,47,40,10,12,424,90,C207,C
69,42,30,10,641,1070,90,C207,C
70,45,35,10,534,985,90,C207,C
71,95,30,30,2119,2682,90,C207,C
72,95,35,20,2192,2419,90,C207,C
73,53,30,10,131,644,90,C207,C
74,92,30,10,2169,2818,90,C207,C
75,53,35,50,87,498,90,C207,C
76,45,65,20,49,346,90,C207,C
77,90,35,10,2106,2315,90,C207,C
78,72,45,10,2701,3258,90,C207,C
79,78,40,20,2599,3164,90,C207,C
80,87,30,10,2505,2870,90,C207,C
81,85,25,10,2369,2816,90,C207,C
82,85,35,30,2563,3002,90,C207,C
83,75,55,20,1894,2115,90,C207,C
84,72,55,10,1751,2072,90,C207,C
85,70,58,20,1617,1824,90,C207,C
86,86,46,30,1969,2248,90,C207,C
87,66,55,10,1710,1921,90,C207,C
88,64,46,20,2976,3275,90,C207,C
89,65,60,30,1482,1769,90,C207,C
90,56,64,10,1275,1594,90,C207,C
91,60,55,10,2789,3279,90,C207,C
92,60,60,10,1440,1621,90,C207,C
93,67,85,20,646,901,90,C207,C
94,42,58,40,8,258,90,C207,C
95,65,82,10,708,1027,90,C207,C
96,62,80,30,852,1069,90,C207,C
97,62,40,10,2713,3275,90,C207,C
98,60,85,30,537,816,90,C207,C
99,58,75,20,948,1167,90,C207,C
100,55,80,10,379,594,90,C207,C
101,55,85,20,477,686,90,C207,C
1,40,50,0,0,3390,0,C208,C
2,52,75,10,71,711,90,C208,C
3,45,70,30,20,660,90,C208,C
4,62,69,10,927,1567,90,C208,C
5,60,66,10,1021,1661,90,C208,C
6,42,65,10,15,655,90,C208,C
7,16,42,20,257,897,90,C208,C
8,58,70,20,833,1473,90,C208,C
9,34,60,20,2647,3287,90,C208,C
10,28,70,10,2361,3001,90,C208,C
11,35,66,10,2551,3191,90,C208,C
12,35,69,10,2458,3098,90,C208,C
13,25,85,20,1879,2519,90,C208,C
14,22,75,30,2165,2805,90,C208,C
15,22,85,10,1786,2426,90,C208,C
16,20,80,40,1976,2616,90,C208,C
17,20,85,40,1694,2334,90,C208,C
18,18,75,20,2071,2711,90,C208,C
19,15,75,20,1502,2142,90,C208,C
20,15,80,10,1597,2237,90,C208,C
21,30,50,10,10,650,90,C208,C
22,30,56,20,2648,3288,90,C208,C
23,28,52,20,12,652,90,C208,C
24,14,66,10,1403,2043,90,C208,C
25,25,50,10,15,655,90,C208,C
26,22,66,40,2264,2904,90,C208,C
27,8,62,10,1305,1945,90,C208,C
28,23,52,10,17,657,90,C208,C
29,4,55,20,1207,1847,90,C208,C
30,20,50,10,158,798,90,C208,C
31,20,55,10,63,703,90,C208,C
32,10,35,20,541,1181,90,C208,C
33,10,40,30,353,993,90,C208,C
34,8,40,40,445,1085,90,C208,C
35,8,45,20,1106,1746,90,C208,C
36,5,35,10,636,1276,90,C208,C
37,5,45,10,1013,1653,90,C208,C
38,2,40,20,731,1371,90,C208,C
39,0,40,30,823,1463,90,C208,C
40,0,45,20,918,1558,90,C208,C
41,36,18,10,1579,2219,90,C208,C
42,35,32,10,2518,3158,90,C208,C
43,33,32,20,2426,3066,90,C208,C
44,33,35,10,2333,2973,90,C208,C
45,32,20,10,1673,2313,90,C208,C
46,30,30,10,1865,2505,90,C208,C
47,34,25,30,1769,2409,90,C208,C
48,30,35,10,2240,2880,90,C208,C
49,36,40,10,2616,3256,90,C208,C
50,48,20,10,727,1367,90,C208,C
51,26,32,10,2052,2692,90,C208,C
52,25,30,10,1960,2600,90,C208,C
53,25,35,10,2145,2785,90,C208,C
54,44,5,20,1016,1656,90,C208,C
55,42,10,40,920,1560,90,C208,C
56,42,15,10,825,1465,90,C208,C
57,40,5,30,1110,1750,90,C208,C
58,38,15,40,1485,2125,90,C208,C
59,38,5,30,1202,1842,90,C208,C
60,38,10,10,1390,2030,90,C208,C
61,35,5,20,1295,1935,90,C208,C
62,50,30,10,161,801,90,C208,C
63,50,35,20,18,658,90,C208,C
64,50,40,50,14,654,90,C208,C
65,48,30,10,253,893,90,C208,C
66,44,25,10,631,1271,90,C208,C
67,47,35,10,348,988,90,C208,C
68,47,40,10,12,652,90,C208,C
69,42,30,10,536,1176,90,C208,C
70,45,35,10,440,1080,90,C208,C
71,95,30,30,2081,2721,90,C208,C
72,95,35,20,1986,2626,90,C208,C
73,53,30,10,68,708,90,C208,C
74,92,30,10,2174,2814,90,C208,C
75,53,35,50,19,659,90,C208,C
76,45,65,20,15,655,90,C208,C
77,90,35,10,1891,2531,90,C208,C
78,72,45,10,2627,3267,90,C208,C
79,78,40,20,2562,3202,90,C208,C
80,87,30,10,2368,3008,90,C208,C
81,85,25,10,2273,2913,90,C208,C
82,85,35,30,2463,3103,90,C208,C
83,75,55,20,1685,2325,90,C208,C
84,72,55,10,1592,2232,90,C208,C
85,70,58,20,1401,2041,90,C208,C
86,86,46,30,1789,2429,90,C208,C
87,66,55,10,1496,2136,90,C208,C
88,64,46,20,2635,3275,90,C208,C
89,65,60,30,1306,1946,90,C208,C
90,56,64,10,1115,1755,90,C208,C
91,60,55,10,2639,3279,90,C208,C
92,60,60,10,1211,1851,90,C208,C
93,67,85,20,454,1094,90,C208,C
94,42,58,40,8,648,90,C208,C
95,65,82,10,548,1188,90,C208,C
96,62,80,30,641,1281,90,C208,C
97,62,40,10,2635,3275,90,C208,C
98,60,85,30,357,997,90,C208,C
99,58,75,20,738,1378,90,C208,C
100,55,80,10,167,807,90,C208,C
101,55,85,20,262,902,90,C208,C
1,35,35,0,0,230,0,R101,R
2,41,49,10,161,171,10,R101,R
3,35,17,7,50,60,10,R101,R
4,55,45,13,116,126,10,R101,R
5,55,20,19,149,159,10,R101,R
6,15,30,26,34,44,10,R101,R
7,25,30,3,99,109,10,R101,R
8,20,50,5,81,91,10,R101,R
9,10,43,9,95,105,10,R101,R
10,55,60,16,97,107,10,R101,R
11,30,60,16,124,134,10,R101,R
12,20,65,12,67,77,10,R101,R
13,50,35,19,63,73,10,R101,R
14,30,25,23,159,169,10,R101,R
15,15,10,20,32,42,10,R101,R
16,30,5,8,61,71,10,R101,R
17,10,20,19,75,85,10,R101,R
18,5,30,2,157,167,10,R101,R
19,20,40,12,87,97,10,R101,R
20,15,60,17,76,86,10,R101,R
21,45,65,9,126,136,10,R101,R
22,45,20,11,62,72,10,R101,R
23,45,10,18,97,107,10,R101,R
24,55,5,29,68,78,10,R101,R
25,65,35,3,153,163,10,R101,R
26,65,20,6,172,182,10,R101,R
27,45,30,17,132,142,10,R101,R
28,35,40,16,37,47,10,R101,R
29,41,37,16,39,49,10,R101,R
30,64,42,9,63,73,10,R101,R
31,40,60,21,71,81,10,R101,R
32,31,52,27,50,60,10,R101,R
33,35,69,23,141,151,10,R101,R
34,53,52,11,37,47,10,R101,R
35,65,55,14,117,127,10,R101,R
36,63,65,8,143,153,10,R101,R
37,2,60,5,41,51,10,R101,R
38,20,20,8,134,144,10,R101,R
39,5,5,16,83,93,10,R101,R
40,60,12,31,44,54,10,R101,R
41,40,25,9,85,95,10,R101,R
42,42,7,5,97,107,10,R101,R
43,24,12,5,31,41,10,R101,R
44,23,3,7,132,142,10,R101,R
45,11,14,18,69,79,10,R101,R
46,6,38,16,32,42,10,R101,R
47,2,48,1,117,127,10,R101,R
48,8,56,27,51,61,10,R101,R
49,13,52,36,165,175,10,R101,R
50,6,68,30,108,118,10,R101,R
51,47,47,13,124,134,10,R101,R
52,49,58,10,88,98,10,R101,R
53,27,43,9,52,62,10,R101,R
54,37,31,14,95,105,10,R101,R
55,57,29,18,140,150,10,R101,R
56,63,23,2,136,146,10,R101,R
57,53,12,6,130,140,10,R101,R
58,32,12,7,101,111,10,R101,R
59,36,26,18,200,210,10,R101,R
60,21,24,28,18,28,10,R101,R
61,17,34,3,162,172,10,R101,R
62,12,24,13,76,86,10,R101,R
63,24,58,19,58,68,10,R101,R
64,27,69,10,34,44,10,R101,R
65,15,77,9,73,83,10,R101,R
66,62,77,20,51,61,10,R101,R
67,49,73,25,127,137,10,R101,R
68,67,5,25,83,93,10,R101,R
69,56,39,36,142,152,10,R101,R
70,37,47,6,50,60,10,R101,R
71,37,56,5,182,192,10,R101,R
72,57,68,15,77,87,10,R101,R
73,47,16,25,35,45,10,R101,R
74,44,17,9,78,88,10,R101,R
75,46,13,8,149,159,10,R101,R
76,49,11,18,69,79,10,R101,R
77,49,42,13,73,83,10,R101,R
78,53,43,14,179,189,10,R101,R
79,61,52,3,96,106,10,R101,R
80,57,48,23,92,102,10,R101,R
81,56,37,6,182,192,10,R101,R
82,55,54,26,94,104,10,R101,R
83,15,47,16,55,65,10,R101,R
84,14,37,11,44,54,10,R101,R
85,11,31,7,101,111,10,R101,R
86,16,22,41,91,101,10,R101,R
87,4,18,35,94,104,10,R101,R
88,28,18,26,93,103,10,R101,R
89,26,52,9,74,84,10,R101,R
90,26,35,15,176,186,10,R101,R
91,31,67,3,95,105,10,R101,R
92,15,19,1,160,170,10,R101,R
93,22,22,2,18,28,10,R101,R
94,18,24,22,188,198,10,R101,R
95,26,27,27,100,110,10,R101,R
96,25,24,20,39,49,10,R101,R
97,22,27,11,135,145,10,R101,R
98,25,21,12,133,143,10,R101,R
99,19,21,10,58,68,10,R101,R
100,20,26,9,83,93,10,R101,R
101,18,18,17,185,195,10,R101,R
1,35,35,0,0,230,0,R102,R
2,41,49,10,0,204,10,R102,R
3,35,17,7,0,202,10,R102,R
4,55,45,13,0,197,10,R102,R
5,55,20,19,149,159,10,R102,R
6,15,30,26,0,199,10,R102,R
7,25,30,3,99,109,10,R102,R
8,20,50,5,0,198,10,R102,R
9,10,43,9,95,105,10,R102,R
10,55,60,16,97,107,10,R102,R
11,30,60,16,124,134,10,R102,R
12,20,65,12,67,77,10,R102,R
13,50,35,19,0,205,10,R102,R
14,30,25,23,159,169,10,R102,R
15,15,10,20,32,42,10,R102,R
16,30,5,8,61,71,10,R102,R
17,10,20,19,75,85,10,R102,R
18,5,30,2,157,167,10,R102,R
19,20,40,12,87,97,10,R102,R
20,15,60,17,76,86,10,R102,R
21,45,65,9,126,136,10,R102,R
22,45,20,11,0,201,10,R102,R
23,45,10,18,97,107,10,R102,R
24,55,5,29,68,78,10,R102,R
25,65,35,3,153,163,10,R102,R
26,65,20,6,172,182,10,R102,R
27,45,30,17,0,208,10,R102,R
28,35,40,16,37,47,10,R102,R
29,41,37,16,39,49,10,R102,R
30,64,42,9,63,73,10,R102,R
31,40,60,21,71,81,10,R102,R
32,31,52,27,0,202,10,R102,R
33,35,69,23,141,151,10,R102,R
34,53,52,11,37,47,10,R102,R
35,65,55,14,0,183,10,R102,R
36,63,65,8,143,153,10,R102,R
37,2,60,5,41,51,10,R102,R
38,20,20,8,0,198,10,R102,R
39,5,5,16,83,93,10,R102,R
40,60,12,31,44,54,10,R102,R
41,40,25,9,85,95,10,R102,R
42,42,7,5,97,107,10,R102,R
43,24,12,5,31,41,10,R102,R
44,23,3,7,132,142,10,R102,R
45,11,14,18,69,79,10,R102,R
46,6,38,16,32,42,10,R102,R
47,2,48,1,117,127,10,R102,R
48,8,56,27,51,61,10,R102,R
49,13,52,36,0,192,10,R102,R
50,6,68,30,108,118,10,R102,R
51,47,47,13,0,203,10,R102,R
52,49,58,10,88,98,10,R102,R
53,27,43,9,0,208,10,R102,R
54,37,31,14,95,105,10,R102,R
55,57,29,18,140,150,10,R102,R
56,63,23,2,136,146,10,R102,R
57,53,12,6,130,140,10,R102,R
58,32,12,7,101,111,10,R102,R
59,36,26,18,200,210,10,R102,R
60,21,24,28,0,202,10,R102,R
61,17,34,3,162,172,10,R102,R
62,12,24,13,76,86,10,R102,R
63,24,58,19,58,68,10,R102,R
64,27,69,10,34,44,10,R102,R
65,15,77,9,73,83,10,R102,R
66,62,77,20,51,61,10,R102,R
67,49,73,25,127,137,10,R102,R
68,67,5,25,83,93,10,R102,R
69,56,39,36,142,152,10,R102,R
70,37,47,6,50,60,10,R102,R
71,37,56,5,182,192,10,R102,R
72,57,68,15,77,87,10,R102,R
73,47,16,25,0,197,10,R102,R
74,44,17,9,78,88,10,R102,R
75,46,13,8,149,159,10,R102,R
76,49,11,18,0,192,10,R102,R
77,49,42,13,73,83,10,R102,R
78,53,43,14,179,189,10,R102,R
79,61,52,3,96,106,10,R102,R
80,57,48,23,92,102,10,R102,R
81,56,37,6,182,192,10,R102,R
82,55,54,26,94,104,10,R102,R
83,15,47,16,0,196,10,R102,R
84,14,37,11,0,198,10,R102,R
85,11,31,7,101,111,10,R102,R
86,16,22,41,0,196,10,R102,R
87,4,18,35,94,104,10,R102,R
88,28,18,26,93,103,10,R102,R
89,26,52,9,74,84,10,R102,R
90,26,35,15,176,186,10,R102,R
91,31,67,3,95,105,10,R102,R
92,15,19,1,0,194,10,R102,R
93,22,22,2,18,28,10,R102,R
94,18,24,22,188,198,10,R102,R
95,26,27,27,0,207,10,R102,R
96,25,24,20,0,205,10,R102,R
97,22,27,11,0,204,10,R102,R
98,25,21,12,133,143,10,R102,R
99,19,21,10,0,198,10,R102,R
100,20,26,9,83,93,10,R102,R
101,18,18,17,185,195,10,R102,R
1,35,35,0,0,230,0,R103,R
2,41,49,10,0,204,10,R103,R
3,35,17,7,0,202,10,R103,R
4,55,45,13,0,197,10,R103,R
5,55,20,19,149,159,10,R103,R
6,15,30,26,0,199,10,R103,R
7,25,30,3,99,109,10,R103,R
8,20,50,5,0,198,10,R103,R
9,10,43,9,95,105,10,R103,R
10,55,60,16,97,107,10,R103,R
11,30,60,16,124,134,10,R103,R
12,20,65,12,67,77,10,R103,R
13,50,35,19,0,205,10,R103,R
14,30,25,23,159,169,10,R103,R
15,15,10,20,0,187,10,R103,R
16,30,5,8,61,71,10,R103,R
17,10,20,19,0,190,10,R103,R
18,5,30,2,157,167,10,R103,R
19,20,40,12,0,204,10,R103,R
20,15,60,17,0,187,10,R103,R
21,45,65,9,0,188,10,R103,R
22,45,20,11,0,201,10,R103,R
23,45,10,18,97,107,10,R103,R
24,55,5,29,68,78,10,R103,R
25,65,35,3,0,190,10,R103,R
26,65,20,6,172,182,10,R103,R
27,45,30,17,0,208,10,R103,R
28,35,40,16,37,47,10,R103,R
29,41,37,16,0,213,10,R103,R
30,64,42,9,0,190,10,R103,R
31,40,60,21,71,81,10,R103,R
32,31,52,27,0,202,10,R103,R
33,35,69,23,0,186,10,R103,R
34,53,52,11,37,47,10,R103,R
35,65,55,14,0,183,10,R103,R
36,63,65,8,143,153,10,R103,R
37,2,60,5,41,51,10,R103,R
38,20,20,8,0,198,10,R103,R
39,5,5,16,83,93,10,R103,R
40,60,12,31,44,54,10,R103,R
41,40,25,9,85,95,10,R103,R
42,42,7,5,97,107,10,R103,R
43,24,12,5,31,41,10,R103,R
44,23,3,7,0,185,10,R103,R
45,11,14,18,69,79,10,R103,R
46,6,38,16,32,42,10,R103,R
47,2,48,1,0,184,10,R103,R
48,8,56,27,0,185,10,R103,R
49,13,52,36,0,192,10,R103,R
50,6,68,30,108,118,10,R103,R
51,47,47,13,0,203,10,R103,R
52,49,58,10,0,193,10,R103,R
53,27,43,9,0,208,10,R103,R
54,37,31,14,95,105,10,R103,R
55,57,29,18,0,197,10,R103,R
56,63,23,2,136,146,10,R103,R
57,53,12,6,130,140,10,R103,R
58,32,12,7,0,196,10,R103,R
59,36,26,18,200,210,10,R103,R
60,21,24,28,0,202,10,R103,R
61,17,34,3,0,201,10,R103,R
62,12,24,13,0,194,10,R103,R
63,24,58,19,58,68,10,R103,R
64,27,69,10,0,185,10,R103,R
65,15,77,9,73,83,10,R103,R
66,62,77,20,51,61,10,R103,R
67,49,73,25,127,137,10,R103,R
68,67,5,25,83,93,10,R103,R
69,56,39,36,142,152,10,R103,R
70,37,47,6,50,60,10,R103,R
71,37,56,5,182,192,10,R103,R
72,57,68,15,0,180,10,R103,R
73,47,16,25,0,197,10,R103,R
74,44,17,9,0,199,10,R103,R
75,46,13,8,149,159,10,R103,R
76,49,11,18,0,192,10,R103,R
77,49,42,13,73,83,10,R103,R
78,53,43,14,179,189,10,R103,R
79,61,52,3,96,106,10,R103,R
80,57,48,23,92,102,10,R103,R
81,56,37,6,182,192,10,R103,R
82,55,54,26,0,192,10,R103,R
83,15,47,16,0,196,10,R103,R
84,14,37,11,0,198,10,R103,R
85,11,31,7,101,111,10,R103,R
86,16,22,41,0,196,10,R103,R
87,4,18,35,0,184,10,R103,R
88,28,18,26,93,103,10,R103,R
89,26,52,9,74,84,10,R103,R
90,26,35,15,0,211,10,R103,R
91,31,67,3,0,187,10,R103,R
92,15,19,1,0,194,10,R103,R
93,22,22,2,18,28,10,R103,R
94,18,24,22,188,198,10,R103,R
95,26,27,27,0,207,10,R103,R
96,25,24,20,0,205,10,R103,R
97,22,27,11,0,204,10,R103,R
98,25,21,12,0,202,10,R103,R
99,19,21,10,0,198,10,R103,R
100,20,26,9,83,93,10,R103,R
101,18,18,17,185,195,10,R103,R
1,35,35,0,0,230,0,R104,R
2,41,49,10,0,204,10,R104,R
3,35,17,7,0,202,10,R104,R
4,55,45,13,0,197,10,R104,R
5,55,20,19,149,159,10,R104,R
6,15,30,26,0,199,10,R104,R
7,25,30,3,0,208,10,R104,R
8,20,50,5,0,198,10,R104,R
9,10,43,9,95,105,10,R104,R
10,55,60,16,97,107,10,R104,R
11,30,60,16,0,194,10,R104,R
12,20,65,12,67,77,10,R104,R
13,50,35,19,0,205,10,R104,R
14,30,25,23,159,169,10,R104,R
15,15,10,20,0,187,10,R104,R
16,30,5,8,61,71,10,R104,R
17,10,20,19,0,190,10,R104,R
18,5,30,2,0,189,10,R104,R
19,20,40,12,0,204,10,R104,R
20,15,60,17,0,187,10,R104,R
21,45,65,9,0,188,10,R104,R
22,45,20,11,0,201,10,R104,R
23,45,10,18,0,193,10,R104,R
24,55,5,29,68,78,10,R104,R
25,65,35,3,0,190,10,R104,R
26,65,20,6,172,182,10,R104,R
27,45,30,17,0,208,10,R104,R
28,35,40,16,0,215,10,R104,R
29,41,37,16,0,213,10,R104,R
30,64,42,9,0,190,10,R104,R
31,40,60,21,0,194,10,R104,R
32,31,52,27,0,202,10,R104,R
33,35,69,23,0,186,10,R104,R
34,53,52,11,0,195,10,R104,R
35,65,55,14,0,183,10,R104,R
36,63,65,8,0,178,10,R104,R
37,2,60,5,0,178,10,R104,R
38,20,20,8,0,198,10,R104,R
39,5,5,16,83,93,10,R104,R
40,60,12,31,0,186,10,R104,R
41,40,25,9,0,208,10,R104,R
42,42,7,5,0,191,10,R104,R
43,24,12,5,0,194,10,R104,R
44,23,3,7,0,185,10,R104,R
45,11,14,18,69,79,10,R104,R
46,6,38,16,0,190,10,R104,R
47,2,48,1,0,184,10,R104,R
48,8,56,27,0,185,10,R104,R
49,13,52,36,0,192,10,R104,R
50,6,68,30,0,176,10,R104,R
51,47,47,13,0,203,10,R104,R
52,49,58,10,0,193,10,R104,R
53,27,43,9,0,208,10,R104,R
54,37,31,14,95,105,10,R104,R
55,57,29,18,0,197,10,R104,R
56,63,23,2,136,146,10,R104,R
57,53,12,6,0,190,10,R104,R
58,32,12,7,0,196,10,R104,R
59,36,26,18,200,210,10,R104,R
60,21,24,28,0,202,10,R104,R
61,17,34,3,0,201,10,R104,R
62,12,24,13,0,194,10,R104,R
63,24,58,19,58,68,10,R104,R
64,27,69,10,0,185,10,R104,R
65,15,77,9,0,173,10,R104,R
66,62,77,20,0,170,10,R104,R
67,49,73,25,0,179,10,R104,R
68,67,5,25,83,93,10,R104,R
69,56,39,36,0,198,10,R104,R
70,37,47,6,50,60,10,R104,R
71,37,56,5,0,198,10,R104,R
72,57,68,15,0,180,10,R104,R
73,47,16,25,0,197,10,R104,R
74,44,17,9,0,199,10,R104,R
75,46,13,8,149,159,10,R104,R
76,49,11,18,0,192,10,R104,R
77,49,42,13,73,83,10,R104,R
78,53,43,14,179,189,10,R104,R
79,61,52,3,0,188,10,R104,R
80,57,48,23,92,102,10,R104,R
81,56,37,6,0,198,10,R104,R
82,55,54,26,0,192,10,R104,R
83,15,47,16,0,196,10,R104,R
84,14,37,11,0,198,10,R104,R
85,11,31,7,101,111,10,R104,R
86,16,22,41,0,196,10,R104,R
87,4,18,35,0,184,10,R104,R
88,28,18,26,93,103,10,R104,R
89,26,52,9,0,200,10,R104,R
90,26,35,15,0,211,10,R104,R
91,31,67,3,0,187,10,R104,R
92,15,19,1,0,194,10,R104,R
93,22,22,2,18,28,10,R104,R
94,18,24,22,0,199,10,R104,R
95,26,27,27,0,207,10,R104,R
96,25,24,20,0,205,10,R104,R
97,22,27,11,0,204,10,R104,R
98,25,21,12,0,202,10,R104,R
99,19,21,10,0,198,10,R104,R
100,20,26,9,83,93,10,R104,R
101,18,18,17,185,195,10,R104,R
1,35,35,0,0,230,0,R105,R
2,41,49,10,151,181,10,R105,R
3,35,17,7,40,70,10,R105,R
4,55,45,13,106,136,10,R105,R
5,55,20,19,139,169,10,R105,R
6,15,30,26,24,54,10,R105,R
7,25,30,3,89,119,10,R105,R
8,20,50,5,71,101,10,R105,R
9,10,43,9,85,115,10,R105,R
10,55,60,16,87,117,10,R105,R
